13,MT,3.48,100
10,ME,4,76
8,KS,1,59.9
7,IA,3,57
16,NC,2,18.5
5,GA,1,13.8
14,NH,10,13.6
1,AL,-8,13.4
9,KY,0,10.1
17,SC,-4,9.5
3,AZ,10,4.8
12,MN,10,3.5
11,MI,12,2.2
15,NM,19,1.6
6,GS,-11,1.5
2,AK,-10,1
4,CO,17.31,0.6
18,TX,-10.5,0.4
