112,239,299,224,314,201,237,100,223,254,210,269,89,-3.16,0.021584,0.24361,0.40999
113,239,299,224,314,201,237,100,223,254,210,269,90,-3.16,0.021759,0.24361,0.16601
114,235,303,224,314,189,237,112,223,253,210,269,93,-3.2,0.017409,0.2411,0.16427
115,235,303,224,314,189,237,112,223,253,210,269,93,-3.2,0.017409,0.2411,0.16392
116,238,300,224,314,188,237,113,223,253,210,268,97,-3.1,0.018721,0.24741,0.16814
117,238,300,224,314,188,237,113,223,253,210,268,98,-3.1,0.018721,0.24741,0.16855
118,239,299,224,314,188,237,113,223,255,210,269,95,-3.04,0.022606,0.25126,0.17152
119,235,303,224,314,188,248,102,223,250,210,268,94,-3.36,0.012632,0.23129,0.15806
120,234,304,224,314,188,243,107,222,249,210,267,100,-3.46,0.010412,0.22533,0.15197
121,234,304,224,314,188,241,109,222,249,210,266,102,-3.44,0.011506,0.22651,0.15327
122,230,308,224,314,188,241,109,215,247,203,264,102,-3.46,0.0095302,0.22533,0.15058
123,230,308,224,314,188,241,109,215,247,203,264,102,-3.46,0.0095302,0.22533,0.15006
124,230,308,224,314,188,241,109,215,247,203,264,102,-3.46,0.0095339,0.22533,0.14962
125,226,312,224,314,188,241,109,213,243,201,259,107,-3.54,0.0051257,0.22067,0.14737
126,226,312,224,314,188,241,109,213,243,201,259,108,-3.58,0.004821,0.21837,0.14538
127,225,313,224,314,188,257,93,213,243,201,258,107,-3.7,0.0037862,0.2116,0.14039
128,226,312,224,314,188,257,93,213,243,201,258,108,-3.66,0.0041228,0.21383,0.14133
129,226,312,224,314,188,257,93,213,243,201,259,106,-3.7,0.0044532,0.2116,0.1394
130,234,304,224,314,188,241,109,220,249,208,267,110,-3.62,0.0097245,0.21609,0.14196
131,234,304,224,314,188,241,109,220,249,208,267,110,-3.62,0.0097245,0.21609,0.14167
132,234,304,224,314,188,241,109,220,249,209,268,107,-3.58,0.012709,0.21837,0.14292
133,236,302,239,299,188,241,109,222,250,209,268,110,-3.38,0.015785,0.23009,0.14931
134,234,304,224,314,188,235,115,222,251,209,268,117,-3.3,0.018744,0.23493,0.15259
135,234,304,224,314,188,235,115,220,249,208,267,115,-3.44,0.014304,0.22651,0.14832
136,234,304,224,314,188,251,99,219,249,207,265,114,-3.52,0.010677,0.22183,0.14514
137,235,303,224,314,188,219,131,219,252,202,269,123,-3.22,0.024223,0.23985,0.15588
138,235,303,224,314,188,219,131,219,252,202,269,123,-3.22,0.024223,0.23985,0.15605
139,235,303,224,314,188,219,131,219,252,203,270,124,-3.18,0.025418,0.24235,0.15924
140,236,302,224,314,188,219,131,220,254,203,272,123,-2.8,0.032311,0.26716,0.17508
141,235,303,224,314,184,219,135,218,253,203,271,124,-2.82,0.029713,0.26581,0.17611
142,231,307,224,314,184,219,135,213,249,198,268,133,-2.94,0.018821,0.25779,0.17101
143,231,307,224,314,184,219,135,213,250,198,268,134,-2.92,0.019179,0.25911,0.17226
144,232,306,224,314,184,219,135,213,249,199,268,130,-2.94,0.017583,0.25779,0.17167
145,232,306,224,314,184,219,135,213,249,199,268,130,-2.94,0.017583,0.25779,0.17197
146,233,305,224,314,184,219,135,214,250,200,268,131,-2.82,0.021628,0.26581,0.17785
147,232,306,224,314,184,219,135,214,250,200,268,130,-2.82,0.020349,0.26581,0.17821
148,231,307,224,314,184,235,119,213,249,199,266,122,-3.26,0.015765,0.23738,0.15883
149,232,306,224,314,184,235,119,214,249,200,268,121,-3.14,0.018826,0.24487,0.16399
150,232,306,224,314,184,235,119,213,249,199,268,121,-3.14,0.018695,0.24487,0.16408
151,232,306,224,314,184,235,119,213,249,199,268,121,-3.14,0.018695,0.24487,0.16416
152,232,306,224,314,184,235,119,213,250,199,268,124,-2.86,0.020905,0.26311,0.17693
153,233,305,224,314,184,219,135,214,251,199,269,118,-2.76,0.023462,0.26989,0.18195
154,233,305,224,314,184,219,135,215,251,199,269,117,-2.84,0.02498,0.26446,0.17844
155,229,309,224,314,184,219,135,211,248,198,267,122,-3.04,0.015841,0.25126,0.16946
156,229,309,224,314,184,219,135,211,249,198,268,123,-2.92,0.019252,0.25911,0.17505
157,229,309,224,314,184,216,138,211,249,198,268,125,-2.88,0.020373,0.26178,0.1771
158,228,310,224,314,184,243,111,210,246,197,266,119,-2.92,0.015024,0.25911,0.17543
159,228,310,224,314,184,243,111,210,246,197,266,119,-2.92,0.014995,0.25911,0.17559
160,228,310,224,314,184,243,111,210,246,197,266,119,-2.92,0.014995,0.25911,0.17575
161,230,308,224,314,184,216,138,212,250,198,270,116,-2.58,0.027396,0.28243,0.19242
162,235,303,224,314,184,216,138,216,255,199,275,108,-2.18,0.043973,0.31183,0.21403
163,232,306,224,314,184,216,138,213,251,198,271,114,-2.4,0.030265,0.2954,0.20264
164,232,306,224,314,184,216,138,213,251,198,271,114,-2.4,0.030265,0.2954,0.20306
165,230,308,224,314,184,232,122,212,250,198,269,104,-2.54,0.024342,0.28527,0.19615
166,230,308,224,314,180,232,126,211,249,198,269,106,-2.56,0.023597,0.28385,0.19544
167,230,308,224,314,180,232,126,211,249,197,269,105,-2.62,0.021723,0.2796,0.19111
168,230,308,224,314,180,232,126,212,249,198,269,102,-2.62,0.022697,0.2796,0.19136
169,230,308,224,314,180,232,126,212,249,198,269,102,-2.62,0.022781,0.2796,0.1916
170,229,309,224,314,180,232,126,211,248,198,268,101,-2.74,0.019427,0.27126,0.18742
171,229,309,224,314,180,232,126,211,248,198,268,104,-2.74,0.019427,0.27126,0.18758
172,228,310,224,314,180,243,115,211,247,198,266,112,-2.86,0.016344,0.26311,0.18193
173,228,310,224,314,180,243,115,211,247,198,266,112,-2.86,0.016344,0.26311,0.18203
174,228,310,224,314,180,243,115,211,247,198,266,111,-2.86,0.016344,0.26311,0.18213
175,228,310,224,314,180,243,115,211,247,198,266,111,-2.86,0.016344,0.26311,0.18222
176,228,310,224,314,175,243,120,210,246,197,266,112,-2.86,0.015531,0.26311,0.18231
177,228,310,224,314,175,243,120,210,246,197,266,112,-2.86,0.015531,0.26311,0.18239
178,227,311,224,314,175,243,120,210,246,197,265,113,-2.88,0.014864,0.26178,0.18152
179,224,314,224,314,161,243,134,206,243,190,262,114,-3,0.011287,0.25386,0.17598
180,223,315,224,314,161,243,134,205,242,189,261,112,-3.04,0.010311,0.25126,0.17417
181,222,316,220,318,161,243,134,204,241,188,260,112,-3.06,0.0091629,0.24997,0.17327
182,221,317,220,318,161,243,134,203,240,187,259,114,-3.14,0.007922,0.24487,0.16968
183,220,318,220,318,161,248,129,201,238,186,257,118,-3.46,0.0059487,0.22533,0.15472
184,215,323,207,331,161,259,118,198,232,184,252,125,-3.66,0.0028769,0.21383,0.14798
185,212,326,211,327,161,259,118,196,230,182,250,123,-3.76,0.0023871,0.20828,0.14398
186,214,324,211,327,161,243,134,197,233,182,252,125,-3.6,0.0033845,0.21723,0.1486
187,216,322,211,327,161,243,134,198,235,183,255,128,-3.52,0.004549,0.22183,0.15286
188,216,322,211,327,161,243,134,198,235,183,255,128,-3.52,0.004549,0.22183,0.15271
189,216,322,211,327,161,243,134,198,235,183,255,127,-3.52,0.004549,0.22183,0.15257
190,216,322,211,327,161,243,134,198,235,183,255,126,-3.52,0.004403,0.22183,0.15244
191,214,324,211,327,161,232,145,197,232,182,252,122,-3.7,0.0031123,0.2116,0.14531
192,216,322,211,327,161,243,134,198,235,183,254,127,-3.56,0.0041086,0.21952,0.15054
193,217,321,220,318,162,245,131,198,236,183,255,131,-3.5,0.0045812,0.22299,0.15278
194,224,314,220,318,162,245,131,206,241,190,261,134,-3.24,0.0097153,0.23861,0.16346
195,224,314,220,318,174,245,119,209,241,195,261,137,-3.22,0.0098938,0.23985,0.16291
196,224,314,220,318,174,245,119,209,241,195,261,137,-3.22,0.0098938,0.23985,0.16288
197,223,315,220,318,174,245,119,206,240,192,260,140,-3.24,0.0085826,0.23861,0.16336
198,221,317,220,318,174,251,113,205,237,191,255,146,-3.52,0.0049721,0.22183,0.15175
199,220,318,220,318,174,270,94,205,237,191,255,148,-3.58,0.0045623,0.21837,0.14927
200,220,318,220,318,174,270,94,204,235,191,252,150,-3.76,0.0029825,0.20828,0.14229
201,220,318,220,318,174,270,94,204,235,191,252,150,-3.76,0.0029825,0.20828,0.14212
202,219,319,220,318,174,286,78,202,234,190,250,152,-3.96,0.002123,0.19758,0.13359
203,219,319,220,318,174,267,97,202,234,190,251,153,-3.9,0.0022925,0.20073,0.13666
204,219,319,220,318,174,267,97,202,234,190,251,154,-3.9,0.0022925,0.20073,0.13647
205,221,317,220,318,174,251,113,205,237,192,255,160,-3.54,0.0047827,0.22067,0.14977
206,223,315,220,318,174,235,129,206,239,192,257,171,-3.46,0.0053321,0.22533,0.15157
207,226,312,224,314,174,235,129,210,242,196,260,173,-3.38,0.0078657,0.23009,0.15605
208,226,312,224,314,174,251,113,210,241,196,259,174,-3.44,0.0071486,0.22651,0.15355
209,226,312,224,314,178,251,109,211,242,197,260,173,-3.42,0.0081104,0.2277,0.1543
210,228,310,226,312,178,251,109,212,246,198,264,170,-3.26,0.010993,0.23738,0.16089
210,228,310,226,312,178,251,109,212,246,198,264,170,-3.26,0.010993,0.23738,0.16088
112,234,304,224,314,201,248,89,223,250,210,268,82,-3.44,0.013486,0.22651,0.15341
113,236,302,224,314,201,248,89,223,253,210,268,80,-3.56,0.017699,0.21952,0.14864
114,235,303,224,314,189,248,101,223,251,210,268,83,-3.66,0.016721,0.21383,0.14478
115,236,302,224,314,189,248,101,223,253,210,269,82,-3.76,0.018263,0.20828,0.14103
116,239,299,239,299,188,248,102,223,255,210,270,85,-3.3,0.026301,0.23493,0.15785
117,239,299,239,299,188,248,102,223,255,210,270,86,-3.3,0.026301,0.23493,0.15785
118,239,299,239,299,188,248,102,223,255,210,269,85,-3.42,0.021956,0.2277,0.15422
119,239,299,239,299,188,248,102,223,254,210,269,84,-3.32,0.021256,0.23371,0.15835
120,234,304,224,314,188,243,107,222,249,210,266,86,-3.5,0.0097445,0.22299,0.151
121,233,305,224,314,188,241,109,222,246,210,263,85,-3.76,0.0090903,0.20828,0.14103
122,229,309,224,314,188,241,109,213,245,202,260,85,-3.78,0.0074732,0.20719,0.13909
123,229,309,224,314,188,241,109,213,245,202,260,85,-3.78,0.0074732,0.20719,0.13909
124,229,309,224,314,188,241,109,213,245,202,260,85,-3.78,0.0074762,0.20719,0.13909
125,226,312,224,314,188,257,93,213,243,201,259,88,-3.8,0.0052924,0.2061,0.13836
126,231,307,224,314,188,225,125,215,247,203,265,86,-3.36,0.013361,0.23129,0.15668
127,234,304,224,314,188,225,125,220,250,209,268,86,-3.2,0.016835,0.2411,0.16345
128,234,304,224,314,188,225,125,220,250,209,268,87,-3.2,0.016835,0.2411,0.16345
129,234,304,224,314,188,225,125,220,250,209,268,87,-3.2,0.016835,0.2411,0.16345
130,228,310,224,314,188,241,109,213,243,202,260,90,-3.76,0.0054028,0.20828,0.14103
131,228,310,224,314,188,241,109,213,243,202,260,90,-3.76,0.0054028,0.20828,0.14103
132,228,310,224,314,188,241,109,213,243,202,260,90,-3.76,0.0054028,0.20828,0.14103
133,237,301,224,314,188,225,125,222,253,209,269,94,-3.26,0.024972,0.23738,0.16088
134,234,304,224,314,188,257,93,221,249,209,267,95,-3.6,0.0090955,0.21723,0.14708
135,234,304,224,314,188,257,93,221,249,209,267,96,-3.54,0.0098199,0.22067,0.14942
136,234,304,224,314,188,257,93,221,249,209,267,96,-3.54,0.0098161,0.22067,0.14942
137,239,299,239,299,188,251,99,223,253,210,268,105,-3.12,0.02139,0.24614,0.16555
138,239,299,239,299,188,251,99,223,253,210,268,105,-3.12,0.02139,0.24614,0.16555
139,240,298,239,299,188,219,131,225,257,211,274,100,-2.68,0.046534,0.27541,0.18752
140,240,298,239,299,188,219,131,225,258,210,274,101,-2.5,0.048911,0.28814,0.19662
141,240,298,239,299,184,219,135,223,257,209,274,101,-2.54,0.044689,0.28527,0.19457
142,234,304,224,314,184,219,135,215,251,200,270,110,-2.74,0.02613,0.27126,0.18458
143,234,304,224,314,184,219,135,215,251,200,270,111,-2.74,0.02646,0.27126,0.18458
144,235,303,224,314,184,219,135,216,253,200,271,104,-2.68,0.032348,0.27541,0.18752
145,235,303,224,314,184,219,135,216,253,200,271,104,-2.68,0.032348,0.27541,0.18752
146,234,304,224,314,184,219,135,216,253,200,271,105,-2.64,0.030235,0.2782,0.18951
147,239,299,243,295,184,219,135,219,258,203,276,100,-2.08,0.052382,0.3195,0.21941
148,239,299,243,295,184,219,135,220,258,203,275,94,-2.22,0.051476,0.3088,0.21157
149,240,298,243,295,184,219,135,220,258,204,276,93,-2.16,0.054964,0.31335,0.2149
150,239,299,243,295,184,219,135,220,258,202,276,93,-2.16,0.054581,0.31335,0.2149
151,237,301,243,295,184,219,135,218,255,200,273,90,-2.3,0.037989,0.30279,0.20555
152,239,299,243,295,184,219,135,220,258,202,274,91,-2.2,0.046139,0.31031,0.21268
153,239,299,243,295,184,219,135,220,258,202,274,91,-2.2,0.046139,0.31031,0.21268
154,241,297,243,295,184,219,135,221,258,204,275,90,-2.18,0.054556,0.31183,0.21379
155,238,300,230,308,184,235,119,219,256,201,273,92,-2.32,0.037628,0.3013,0.20612
156,237,301,230,308,184,252,102,218,255,200,270,90,-2.66,0.030204,0.2768,0.18851
157,238,300,243,295,184,249,105,219,255,200,271,92,-2.6,0.032793,0.28101,0.19152
158,229,309,224,314,184,249,105,211,248,198,267,92,-3,0.015192,0.25386,0.17233
159,229,309,224,314,184,249,105,211,248,198,267,92,-3.02,0.015158,0.25256,0.17142
160,229,309,224,314,184,249,105,211,248,198,267,92,-3.02,0.015158,0.25256,0.17142
161,230,308,224,314,184,249,105,211,249,198,268,92,-2.84,0.020201,0.26446,0.17977
162,228,310,224,314,184,249,105,210,247,197,268,92,-2.9,0.017807,0.26044,0.17694
163,229,309,224,314,184,238,116,211,248,197,268,94,-2.78,0.01944,0.26852,0.18114
164,229,309,224,314,184,238,116,211,248,197,268,94,-2.78,0.01944,0.26852,0.18114
165,229,309,224,314,184,238,116,211,248,197,268,94,-2.78,0.01944,0.26852,0.18114
166,228,310,224,314,180,238,120,211,248,197,268,96,-2.8,0.018824,0.26716,0.18019
167,228,310,224,314,180,238,120,211,248,197,268,96,-2.8,0.018824,0.26716,0.18019
168,230,308,224,314,180,238,120,212,250,198,269,95,-2.72,0.022944,0.27264,0.18404
169,229,309,224,314,180,265,93,211,247,198,267,94,-2.88,0.016792,0.26178,0.17788
170,228,310,224,314,180,254,104,210,247,197,267,95,-2.84,0.016549,0.26446,0.17977
171,226,312,224,314,180,254,104,209,245,196,265,97,-2.94,0.014038,0.25779,0.17508
172,225,313,224,314,180,259,99,209,243,195,263,99,-3.06,0.011303,0.24997,0.16961
173,225,313,224,314,180,259,99,209,243,195,263,99,-3.06,0.011303,0.24997,0.16961
174,225,313,224,314,180,259,99,209,243,195,263,99,-3.06,0.011303,0.24997,0.16961
175,225,313,224,314,180,259,99,209,243,195,263,99,-3.06,0.011303,0.24997,0.16961
176,224,314,224,314,175,259,104,206,242,193,260,99,-3.18,0.008841,0.24235,0.16432
177,222,316,224,314,175,259,104,206,240,192,259,97,-3.32,0.0070134,0.23371,0.15835
178,221,317,211,327,175,259,104,204,239,191,257,97,-3.42,0.0056883,0.2277,0.15422
179,216,322,211,327,161,259,118,199,235,184,255,98,-3.52,0.0042683,0.22183,0.15021
180,216,322,211,327,161,259,118,198,235,184,254,98,-3.54,0.0041085,0.22067,0.14942
181,215,323,220,318,161,259,118,197,234,183,253,98,-3.56,0.0036367,0.21952,0.14864
182,213,325,207,331,161,259,118,196,230,182,250,101,-3.76,0.0023995,0.20828,0.14103
183,213,325,207,331,161,248,129,196,230,182,249,108,-3.86,0.0022094,0.20286,0.13738
184,211,327,211,327,161,273,104,196,227,182,246,109,-4.1,0.0014129,0.1904,0.12906
185,211,327,211,327,161,273,104,196,227,182,246,108,-4.1,0.0014129,0.1904,0.12906
186,213,325,211,327,161,241,136,196,231,182,252,103,-3.94,0.0029726,0.19863,0.13454
187,215,323,211,327,161,252,125,197,234,183,254,106,-3.86,0.0038514,0.20286,0.13738
188,215,323,211,327,161,252,125,197,234,183,254,106,-3.86,0.0038514,0.20286,0.13738
189,215,323,211,327,161,252,125,197,234,183,254,106,-3.86,0.0038514,0.20286,0.13738
190,215,323,211,327,161,252,125,197,234,183,254,106,-3.86,0.0038514,0.20286,0.13738
191,215,323,211,327,161,252,125,197,234,183,254,106,-3.86,0.0038514,0.20286,0.13738
192,219,319,211,327,161,257,120,200,237,184,256,109,-3.54,0.0052347,0.22067,0.14942
193,218,320,224,314,162,270,106,199,237,184,255,113,-3.58,0.0045813,0.21837,0.14786
194,223,315,220,318,162,270,106,206,240,190,259,115,-3.48,0.0071053,0.22416,0.1518
195,225,313,220,318,174,270,94,209,242,195,261,118,-3.44,0.0082117,0.22651,0.15341
196,226,312,220,318,174,251,113,209,244,195,263,115,-3.24,0.010988,0.23861,0.16173
197,226,312,220,318,174,245,119,209,246,194,266,113,-2.9,0.016148,0.26044,0.17694
198,224,314,220,318,174,251,113,207,242,193,262,117,-3.24,0.0091235,0.23861,0.16173
199,225,313,220,318,174,251,113,209,243,195,262,119,-3.28,0.0092649,0.23615,0.15868
200,224,314,220,318,174,261,103,209,240,195,258,125,-3.52,0.0059647,0.22183,0.15021
201,224,314,220,318,174,261,103,208,239,195,257,122,-3.54,0.0053636,0.22067,0.14942
202,224,314,220,318,174,261,103,209,239,195,257,124,-3.5,0.005577,0.22299,0.151
203,224,314,220,318,174,261,103,208,239,195,257,125,-3.5,0.0055114,0.22299,0.151
204,224,314,220,318,174,261,103,208,239,195,256,126,-3.56,0.0051258,0.21952,0.14864
