6,17,-8,23,12,AL
4,12,-10,17,9,AK
98,92,13,94,89,AZ
99,96,17.31,96,94,CO
32,40,-2,50,30,GA
10,11,-11,14,8,GS
75,63,2.5,72,53,IA
61,55,1,65,45,KS
50,50,0,60,40,KY
78,70,4,77,60,ME
90,91,12,93,88,MI
96,88,10,91,83,MN
71,67,3.48,75,58,MT
96,88,10,91,83,NH
99,96,19,97,95,NM
71,60,2,70,50,NC
36,30,-4,40,23,SC
5,12,-10.5,16,9,TX
