75,86,7,91,79,AZ
87,92,9.6,94,88,CO
18,28,-3.5,40,19,FL
69,70,3,79,57,GA
3,6,-11,9,4,MO
24,33,-2.6,46,22,NC
96,93,10.5,95,90,NH
29,37,-1.95,50,25,NV
65,64,2,75,50,OH
67,79,5,86,70,PA
22,13,-7.4,19,9,UT
32,39,-1.6,53,27,WI
