29,NV,100
3,AZ,80.5
11,GA,64.6
53,M2,58.7
34,NC,56.8
16,IA,54.6
4,AR,53.5
36,OH,52
10,FL,40.3
24,MN,36.5
30,NH,35.2
44,TX,25.5
50,WI,17
45,UT,16.9
55,N2,14.5
39,PA,12.4
23,MI,11.1
27,MT,9.1
32,NM,4.8
7,CT,2.9
47,VA,1.4
20,ME,1.1
26,MO,1
48,WA,0.7
38,OR,0.5
41,SC,0.2
43,TN,0.1
25,MS,0.1
31,NJ,0.00056405
56,N3,0
54,N1,0
52,M1,0
51,WY,0
49,WV,0
46,VT,0
42,SD,0
40,RI,0
37,OK,0
35,ND,0
33,NY,0
28,NE,0
22,MA,0
21,MD,0
19,LA,0
18,KY,0
17,KS,0
15,IN,0
14,IL,0
13,ID,0
12,HI,0
9,DE,0
