6,NE,240,100
5,MT,233,94
7,NV,244,16
11,WI,241,15
1,AZ,244,12
8,OH,245,8
3,MD,233,8
2,FL,241,8
9,PA,242,7
4,MI,241,7
12,WV,240,4
10,TX,243,4
