93,77,6,83,70,AZ
12,29,-4.37,38,21,FL
92,90,11.61,93,87,MD
93,77,6,83,70,MI
5,20,-7,26,14,MT
38,45,-1,55,35,NE
96,83,7.8,87,77,NV
71,60,1.88,69,49,OH
93,77,6,83,70,PA
20,35,-3,45,26,TX
84,67,3.5,76,58,WI
0,1,-33.5,1,1,WV
