7,NH,4,100
8,NV,3.3,63.5
6,NC,2.4,21.9
4,GA,3,17.6
12,WI,5.5,11.4
1,AZ,8,11.2
9,OH,4.65,11.1
3,FL,0,6.7
11,UT,-14,5.7
2,CO,10.35,5.7
5,MO,-12,5.4
10,PA,12.5,2.8
